Similar_Facility_Unit_ID,Facility_Unit.ID,State,Facility_Name,Facility_ID,Unit_ID,Associated_Stacks,Year,Program_Code,Primary_Rep_Info,EPA_Region,NERC_Region,County,County_Code,FIPS_Code,Source_Category,Latitude,Longitude,Owner_Operator,SO2_Phase,NOx_Phase,Unit_Type,Primary_Fuel_Type,Secondary_Fuel_Type,SO2_Controls,NOx_Controls,PM_Controls,Hg_Controls,Commercial_Operation_Date,Operating_Status,Max_Hourly_HI_Rate,Associated_Generators_Capacity,Estimated_NameplateCapacity_MW,min_gen_MW,mean_gen_MW,max_gen_MW,avg_operating_time,non_zero_count,unique_day_hours,start_date,end_date,non_zero_count_CO2,mean_CO2_tons_MW,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_Heat_Input_mmBtu,Total_Expected_Points,Time_Slots_Above_3,Reliability_Score_3,Reliability_Label,date_range,CF,mean_CO2_tons_MW_estimate,mean_NOx_lbs_MW_estimate,mean_SO2_lbs_MW_estimate,mean_HI_mmBtu_per_MW,Operation_Year,Age_of_Facility
56609_01,10745_019,MI,Midland Cogeneration Venture,10745,019,,2013,"CAIRNOX, CAIROS, CAIRSO2",603465,5,,Midland County,MI111,111,Cogeneration,43.5861,-84.2242,"Midland Cogeneration Venture, LP (Owner)|Midland Cogeneration Venture, LP (Operator)",,,Other boiler,Pipeline Natural Gas,,,Low NOx Burner Technology (Dry Bottom only),,,2008-10-15,Operating,370,"BP15 (13.5), ST1 (410)",423.5,,,,,,,,,,,,,,,,,,,0.985156713602472,1.00825957690823,0.400891139326174,0.548535344889122,9.61345913347671,2008,16
56609_01,10745_020,MI,Midland Cogeneration Venture,10745,020,,2013,"CAIRNOX, CAIROS, CAIRSO2",603465,5,,Midland County,MI111,111,Cogeneration,43.5861,-84.2242,"Midland Cogeneration Venture, LP (Owner)|Midland Cogeneration Venture, LP (Operator)",,,Other boiler,Pipeline Natural Gas,,,Low NOx Burner Technology (Dry Bottom only),,,2009-02-09,Operating,370,"BP15 (13.5), ST1 (410)",423.5,,,,,,,,,,,,,,,,,,,0.985156713602472,1.00825957690823,0.400891139326174,0.548535344889122,9.61345913347671,2009,15
56609_01,10745_021,MI,Midland Cogeneration Venture,10745,021,,2013,"CAIRNOX, CAIROS, CAIRSO2",603465,5,,Midland County,MI111,111,Cogeneration,43.5861,-84.2242,"Midland Cogeneration Venture, LP (Owner)|Midland Cogeneration Venture, LP (Operator)",,,Other boiler,Pipeline Natural Gas,,,Low NOx Burner Technology (Dry Bottom only),,,2009-02-09,Operating,370,"BP15 (13.5), ST1 (410)",423.5,,,,,,,,,,,,,,,,,,,0.985156713602472,1.00825957690823,0.400891139326174,0.548535344889122,9.61345913347671,2009,15
56908_1A,10176_A,MA,MBTA South Boston Power Facility,10176,A,,2013,"CAIROS, RGGI",603812,1,NPCC,Suffolk County,MA025,25,Electric Utility,42.3414,-71.0311,Massachusetts Bay Transportation Authority (Owner)|Massachusetts Bay Transportation Authority (Operator),,,Combustion turbine,Other Oil,,,Water Injection,,,1979-07-01,Operating,396,6 (69),69,9,28.4688221709007,32,0.628498845265589,433,426,2013-01-09,2023-10-23,433,0.708550336659366,1.35667234525838,,248.885681293303,2880,0,0,Low,3939,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1979,45
56908_1A,10176_B,MA,MBTA South Boston Power Facility,10176,B,,2013,"CAIROS, RGGI",603812,1,NPCC,Suffolk County,MA025,25,Electric Utility,42.3414,-71.0311,Massachusetts Bay Transportation Authority (Owner)|Massachusetts Bay Transportation Authority (Operator),,,Combustion turbine,Other Oil,,,Water Injection,,,1979-07-01,Operating,396,6 (69),69,9,27.9006622516556,32,0.628311258278146,302,295,2013-01-09,2023-09-06,302,0.722762876809874,1.40929266555898,,248.812251655629,2160,0,0,Low,3892,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1979,45
56908_1A,1068_1A,IA,Marshalltown CTs,1068,1A,,2013,"CAIRNOX, CAIROS, CAIRSO2",606208,7,,Marshall County,IA127,127,Electric Utility,42.0474,-92.8594,Interstate Power & Light Company (Owner)|Interstate Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-06-15,Operating,505.9,1 (63),63,0,17.4057868736768,33,0.807812279463656,2668,2266,2013-03-19,2023-12-27,0,,3.46982977213753,0.0442939506973727,208.700508115737,6384,74,1.15914786967419,Low,3935,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,1068_1B,IA,Marshalltown CTs,1068,1B,,2013,"CAIRNOX, CAIROS, CAIRSO2",606208,7,,Marshall County,IA127,127,Electric Utility,42.0474,-92.8594,Interstate Power & Light Company (Owner)|Interstate Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-06-15,Operating,505.9,1 (63),63,0,20.1,35,0.82482044198895,3435,2736,2013-03-19,2023-12-27,0,,3.77047471207498,0.0453618647096012,246.314672375691,6816,148,2.17136150234742,Low,3935,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,1068_2A,IA,Marshalltown CTs,1068,2A,,2013,"CAIRNOX, CAIROS, CAIRSO2",606208,7,,Marshall County,IA127,127,Electric Utility,42.0474,-92.8594,Interstate Power & Light Company (Owner)|Interstate Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-06-24,Operating,507.2,2 (63),63,0,20.5330412559328,37,0.845432639649507,5290,3634,2013-03-22,2023-12-05,0,,3.46191390469417,0.0329167318634424,245.071409090909,7608,414,5.4416403785489,Low,3910,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,1068_2B,IA,Marshalltown CTs,1068,2B,,2013,"CAIRNOX, CAIROS, CAIRSO2",606208,7,,Marshall County,IA127,127,Electric Utility,42.0474,-92.8594,Interstate Power & Light Company (Owner)|Interstate Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-06-24,Operating,507.2,2 (63),63,0,19.9187155963303,34,0.840390825688073,5239,3560,2013-03-25,2023-10-22,0,,3.5100687380823,0.0301660510146743,239.441893027523,7464,425,5.69399785637728,Low,3863,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,1068_3A,IA,Marshalltown CTs,1068,3A,,2013,"CAIRNOX, CAIROS, CAIRSO2",606208,7,,Marshall County,IA127,127,Electric Utility,42.0474,-92.8594,Interstate Power & Light Company (Owner)|Interstate Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-07-08,Operating,506,3 (63),63,0,19.3267018961766,35,0.818815666770283,3060,2583,2013-05-06,2023-12-22,0,,3.09324256119921,0.0221062984527294,218.665676095741,6792,62,0.91283863368669,Low,3882,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,1068_3B,IA,Marshalltown CTs,1068,3B,,2013,"CAIRNOX, CAIROS, CAIRSO2",606208,7,,Marshall County,IA127,127,Electric Utility,42.0474,-92.8594,Interstate Power & Light Company (Owner)|Interstate Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1978-07-08,Operating,506,3 (63),63,0,20.1299420800806,35,0.835935532611433,3811,2896,2013-05-06,2023-12-22,0,,3.27013791032826,0.0182138836068855,234.479472425082,6960,202,2.90229885057471,Low,3882,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1978,46
56908_1A,1295_CT2,KS,Quindaro,1295,CT2,,2015,"CSNOX, CSSO2G2",607693,7,SPP,Wyandotte County,KS209,209,Electric Utility,39.1486,-94.6405,Kansas City Board of Public Utilities (Owner)|Kansas City Board of Public Utilities (Operator),,,Combustion turbine,Diesel Oil,,,,,,1969-10-01,Operating,563,GT2 (64.7),64.7,0,17.7283950617284,46,0.852864197530864,1150,1067,2015-01-27,2023-11-29,0,,32.5014206128134,0.586392757660167,480.164362139918,3072,17,0.553385416666667,Low,3228,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1969,55
56908_1A,1295_CT3,KS,Quindaro,1295,CT3,,2015,"CSNOX, CSSO2G2",607693,7,SPP,Wyandotte County,KS209,209,Electric Utility,39.1486,-94.6405,Kansas City Board of Public Utilities (Owner)|Kansas City Board of Public Utilities (Operator),,,Combustion turbine,Diesel Oil,,,,,,1977-08-01,Operating,524,GT3 (64.7),64.7,0,19.2475083056478,58,0.857715946843854,1137,1091,2015-01-28,2023-11-29,0,,28.0207905411237,0.214826961249676,449.442940199336,3120,11,0.352564102564103,Low,3227,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1977,47
56908_1A,1305_GT1,KS,McPherson 2,1305,GT1,CP001,2015,"CSNOX, CSSO2G2",603184,7,SPP,McPherson County,KS113,113,Electric Utility,38.3634,-97.6834,McPherson Board of Public Utilities (Owner)|McPherson Board of Public Utilities (Operator),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1973-06-01,Operating,650,GT1 (65.5),65.5,1,22.6871840618495,67,0.832447219744276,3363,2238,2015-01-07,2023-11-29,0,,9.1633720854031,0.0142469559746779,371.731489741302,6480,290,4.47530864197531,Low,3248,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,1305_GT2,KS,McPherson 2,1305,GT2,,2015,"CSNOX, CSSO2G2",603184,7,SPP,McPherson County,KS113,113,Electric Utility,38.3634,-97.6834,McPherson Board of Public Utilities (Owner)|McPherson Board of Public Utilities (Operator),,,Combustion turbine,Diesel Oil,,,,,,1976-06-01,Operating,650,GT2 (65.5),65.5,1,22.5598236775819,71,0.853545340050378,1588,1339,2015-01-07,2023-11-29,0,,14.8182721563154,0.117348220516399,367.335831234257,4008,41,1.02295409181637,Low,3248,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1976,48
56908_1A,1305_GT3,KS,McPherson 2,1305,GT3,CP001,2015,"CSNOX, CSSO2G2",603184,7,SPP,McPherson County,KS113,113,Electric Utility,38.3634,-97.6834,McPherson Board of Public Utilities (Owner)|McPherson Board of Public Utilities (Operator),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1979-06-01,Operating,650,GT3 (65.5),65.5,1,21.2952177397809,68,0.832861341170184,3743,2373,2015-01-07,2023-12-01,0,,9.09639684849702,0.0195764540573092,347.927464600588,6600,355,5.37878787878788,Low,3250,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1979,45
56908_1A,2081_11,MO,Northeast Generating Station,2081,11,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,39.1231,-94.5605,Kansas City Power & Light Company (Owner)|Kansas City Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1972-05-30,Operating,1000,11 (64),64,0,11.7206751054852,58,0.913333333333333,1178,1028,2013-04-30,2023-12-28,0,,26.5079775361797,0.662769097847217,258.904894514768,3456,20,0.578703703703704,Low,3894,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1972,52
56908_1A,2081_12,MO,Northeast Generating Station,2081,12,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,39.1231,-94.5605,Kansas City Power & Light Company (Owner)|Kansas City Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1972-05-30,Operating,1000,12 (64),64,0,11.858407079646,51,0.918030973451327,901,813,2013-07-18,2023-12-28,0,,27.0168190298507,0.674962686567164,266.986836283186,2736,8,0.292397660818713,Low,3815,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1972,52
56908_1A,2081_13,MO,Northeast Generating Station,2081,13,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,39.1231,-94.5605,Kansas City Power & Light Company (Owner)|Kansas City Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1976-06-25,Operating,1000,13 (64),64,0,9.99664429530201,61,0.903070469798658,594,552,2013-07-18,2023-12-28,0,,27.623413897281,0.690701577710641,230.115771812081,2400,0,0,Low,3815,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1976,48
56908_1A,2081_14,MO,Northeast Generating Station,2081,14,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,39.1231,-94.5605,Kansas City Power & Light Company (Owner)|Kansas City Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1976-05-28,Operating,1000,14 (64),64,0,11.0063424947146,61,0.897473572938689,938,808,2013-07-18,2023-12-28,0,,26.259450633884,0.656271609681137,240.859619450317,3096,17,0.549095607235142,Low,3815,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1976,48
56908_1A,2081_15,MO,Northeast Generating Station,2081,15,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,39.1231,-94.5605,Kansas City Power & Light Company (Owner)|Kansas City Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1975-05-28,Operating,1000,15 (64),64,0,12.0247869868319,65,0.925274980635167,1290,1128,2013-07-19,2023-12-28,0,,24.8703233702654,0.621862921927338,249.216034082107,3600,19,0.527777777777778,Low,3814,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1975,49
56908_1A,2081_16,MO,Northeast Generating Station,2081,16,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,39.1231,-94.5605,Kansas City Power & Light Company (Owner)|Kansas City Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1975-05-28,Operating,1000,16 (64),64,1,12.4213006597549,66,0.920386427898209,1061,947,2013-07-17,2023-12-28,0,,25.205592230063,0.630108505956446,260.909425070688,3240,11,0.339506172839506,Low,3816,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1975,49
56908_1A,2081_17,MO,Northeast Generating Station,2081,17,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,39.1231,-94.5605,Kansas City Power & Light Company (Owner)|Kansas City Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1977-05-31,Operating,1000,17 (64),64,0,11.6379310344828,65,0.9176026272578,1215,1031,2013-07-17,2023-12-28,0,,27.1466878306878,0.679153439153439,263.276026272578,3384,25,0.738770685579196,Low,3816,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1977,47
56908_1A,2081_18,MO,Northeast Generating Station,2081,18,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Jackson County,MO095,95,Electric Utility,39.1231,-94.5605,Kansas City Power & Light Company (Owner)|Kansas City Power & Light Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1977-05-31,Operating,1000,18 (64),64,0,12.8194112967383,66,0.920509148766905,1250,1089,2013-02-21,2023-12-28,0,,25.4602457490381,0.636632741715279,271.984964200477,3384,24,0.709219858156028,Low,3962,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1977,47
56908_1A,2082_CT01,MO,Fairgrounds,2082,CT01,,2013,"CAIRNOX, CAIROS, CAIRSO2",601554,7,,Cole County,MO051,51,Electric Utility,38.5935,-92.2203,Union Electric Company (Owner)|Union Electric Company (Operator),,,Combustion turbine,Diesel Oil,,,,,,1974-01-01,Operating,891,1 (68),68,0,35.823754789272,67,0.734597701149425,207,260,2013-05-20,2023-11-20,0,,21.9250481283422,9.13571122994652,654.529885057471,1392,0,0,Low,3836,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1974,50
56908_1A,2092_3,MO,Ralph Green Station,2092,3,,2013,"CAIRNOX, CAIROS, CAIRSO2",606281,7,,Cass County,MO037,37,Electric Utility,38.7865,-94.2768,KCP&L Greater Missouri Operations Company (Owner)|KCP&L Greater Missouri Operations Company (Operator),,,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,1981-06-01,Operating,1187,RG3 (71),71,0,15.514890367623,73,0.855073633686048,8924,4363,2013-01-31,2023-12-31,0,,4.26216888732642,0.0126496818421515,327.026654848915,8040,1123,13.9676616915423,Low,3986,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1981,43
56908_1A,2131_4A,MO,Higginsville Municipal Power Plant,2131,4A,,2013,"CAIRNOX, CAIROS, CAIRSO2",603681,7,,Lafayette County,MO107,107,Electric Utility,39.0721,-93.721,"City of Higginsville, MO (Owner)|City of Higginsville, MO (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,1996-01-01,Operating,283,4 (60),60,0,15.5803830528149,21,0.802292513058619,1587,1347,2013-01-15,2023-10-19,0,,10.1782939094804,0.0184540882845968,226.391178177597,4344,68,1.56537753222836,Low,3929,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1996,28
56908_1A,2131_4B,MO,Higginsville Municipal Power Plant,2131,4B,,2013,"CAIRNOX, CAIROS, CAIRSO2",603681,7,,Lafayette County,MO107,107,Electric Utility,39.0721,-93.721,"City of Higginsville, MO (Owner)|City of Higginsville, MO (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,1996-01-01,Operating,283,4 (60),60,0,15.6790960451977,20,0.804531073446328,1625,1383,2013-01-15,2023-10-19,0,,10.1277277313347,0.0103632170654367,226.874350282486,4296,69,1.60614525139665,Low,3929,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1996,28
56908_1A,2265_1A,NE,Hallam Peaking,2265,1A,,2015,"CSNOX, CSSO2G2",606435,7,,Lancaster County,NE109,109,Electric Utility,40.5587,-96.7862,Nebraska Public Power District (Owner)|Nebraska Public Power District (Operator),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1973-06-01,Operating,487,1 (56.7),56.7,1,12.136744966443,26,0.743523489932886,1192,1021,2015-01-11,2023-12-19,0,,11.4873159604617,2.19543098085298,161.207130872483,5736,27,0.47071129707113,Low,3264,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2265_1B,NE,Hallam Peaking,2265,1B,,2015,"CSNOX, CSSO2G2",606435,7,,Lancaster County,NE109,109,Electric Utility,40.5587,-96.7862,Nebraska Public Power District (Owner)|Nebraska Public Power District (Operator),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1973-06-01,Operating,487,1 (56.7),56.7,1,12.0814393939394,27,0.735378787878788,1056,916,2015-01-11,2023-12-19,0,,12.5384464649632,2.19045304906725,178.723200757576,5352,22,0.411061285500747,Low,3264,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2266_1A,NE,Hebron Peaking,2266,1A,,2015,"CSNOX, CSSO2G2",606435,7,,Thayer County,NE169,169,Electric Utility,40.1879,-97.5779,Nebraska Public Power District (Owner)|Nebraska Public Power District (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-06-01,Operating,477.7,1 (56.7),56.7,1,11.1021416803954,32,0.705090609555189,607,560,2015-01-05,2023-12-05,0,,16.718519068111,6.96756195281199,154.668533772652,3960,1,0.0252525252525253,Low,3256,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2266_1B,NE,Hebron Peaking,2266,1B,,2015,"CSNOX, CSSO2G2",606435,7,,Thayer County,NE169,169,Electric Utility,40.1879,-97.5779,Nebraska Public Power District (Owner)|Nebraska Public Power District (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-06-01,Operating,477.7,1 (56.7),56.7,1,11.1518151815182,32,0.706683168316832,606,560,2015-01-05,2023-12-05,0,,15.9580349215744,6.65137614678899,148.308910891089,3864,1,0.025879917184265,Low,3256,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2271_1A,NE,McCook Peaking,2271,1A,,2015,"CSNOX, CSSO2G2",606435,7,,Red Willow County,NE145,145,Electric Utility,40.2209,-100.6511,Nebraska Public Power District (Owner)|Nebraska Public Power District (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-06-01,Operating,454.8,1 (56.7),56.7,1,11.3364705882353,35,0.724964705882353,425,405,2015-01-11,2023-11-15,0,,15.589103362391,6.49767538397675,147.271764705882,3024,2,0.0661375661375661,Low,3230,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2271_1B,NE,McCook Peaking,2271,1B,,2015,"CSNOX, CSSO2G2",606435,7,,Red Willow County,NE145,145,Electric Utility,40.2209,-100.6511,Nebraska Public Power District (Owner)|Nebraska Public Power District (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-06-01,Operating,454.8,1 (56.7),56.7,1,10.8228155339806,35,0.70002427184466,412,389,2015-01-11,2023-11-15,0,,16.5822157434402,6.91186364655752,149.557524271845,3072,2,0.0651041666666667,Low,3230,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2290_1,NE,Jones Street,2290,1,,2015,"CSNOX, CSSO2G2",603170,7,MAPP,Douglas County,NE055,55,Electric Utility,41.2517,-95.9235,Omaha Public Power District (Owner)|Omaha Public Power District (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-06-01,Operating,795,1 (56.5),56.5,1,19.4084905660377,63,0.793622641509434,1060,955,2015-02-24,2023-12-26,0,,31.1937782530501,1.3117386866281,504.519528301887,3816,9,0.235849056603774,Low,3227,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2290_2,NE,Jones Street,2290,2,,2015,"CSNOX, CSSO2G2",603170,7,MAPP,Douglas County,NE055,55,Electric Utility,41.2517,-95.9235,Omaha Public Power District (Owner)|Omaha Public Power District (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-06-01,Operating,795,2 (56.5),56.5,0,21.8851063829787,64,0.787797872340426,938,866,2015-02-24,2023-12-26,0,,30.3552692980751,1.27623468792534,553.606382978723,3504,1,0.0285388127853881,Low,3227,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2869_1A,OH,West Lorain,2869,1A,,2013,"CAIRNOX, CAIROS, CAIRSO2",602635,5,,Lorain County,OH093,93,Electric Utility,41.4297,-82.2633,FirstEnergy Generation Corporation (Owner)|FirstEnergy Generation Corporation (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-05-01,Operating,1050,1A (65.3),65.3,0,36.1340425531915,69,0.984212765957447,462,448,2013-01-22,2023-11-27,0,,24.7429606076665,5.03627745392451,1033.42340425532,2136,0,0,Low,3961,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2869_1B,OH,West Lorain,2869,1B,,2013,"CAIRNOX, CAIROS, CAIRSO2",602635,5,,Lorain County,OH093,93,Electric Utility,41.4297,-82.2633,FirstEnergy Generation Corporation (Owner)|FirstEnergy Generation Corporation (Operator),,,Combustion turbine,Diesel Oil,,,,,,1973-05-01,Operating,1050,1B (65.3),65.3,0,33.7914438502674,70,0.994144385026738,372,351,2013-01-22,2023-11-27,0,,25.6112043044786,5.31573033707865,1043.85160427807,2040,0,0,Low,3961,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1973,51
56908_1A,2966_4,OK,Weleetka,2966,4,,2015,CSNOXOS,"1 (Started Jan 13, 2015)",6,,Okfuskee County,OK107,107,Electric Utility,35.3233,-96.1352,"Public Service Company of Oklahoma (Owner) (Started Jan 13, 2015)|Public Service Company of Oklahoma (Operator) (Started Jan 13, 2015)",,,Combustion turbine,Pipeline Natural Gas,,,,,,1975-06-30,Operating,995,4 (60.8),60.8,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1975,49
56908_1A,2966_5,OK,Weleetka,2966,5,,2015,CSNOXOS,"1 (Started Jan 13, 2015)",6,,Okfuskee County,OK107,107,Electric Utility,35.3233,-96.1352,"Public Service Company of Oklahoma (Owner) (Started Jan 13, 2015)|Public Service Company of Oklahoma (Operator) (Started Jan 13, 2015)",,,Combustion turbine,Pipeline Natural Gas,,,,,,1976-06-30,Operating,995,5 (60.8),60.8,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1976,48
56908_1A,2966_6,OK,Weleetka,2966,6,,2015,CSNOXOS,"1 (Started Jan 13, 2015)",6,,Okfuskee County,OK107,107,Electric Utility,35.3233,-96.1352,"Public Service Company of Oklahoma (Owner) (Started Jan 13, 2015)|Public Service Company of Oklahoma (Operator) (Started Jan 13, 2015)",,,Combustion turbine,Pipeline Natural Gas,,,,,,1976-06-30,Operating,995,6 (60.8),60.8,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1976,48
56908_1A,3318_CT3,SC,Hilton Head Gas Turbine Site,3318,CT3,CP1,2013,"CAIRNOX, CAIROS, CAIRSO2",284,4,,Beaufort County,SC013,13,Electric Utility,32.2089,-80.6994,Santee Cooper (Owner)|Santee Cooper (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1979-04-01,Operating,700,3 (64.7),64.7,0,20.1198347107438,55,0.843677685950413,470,465,2013-07-09,2023-11-02,0,,19.1438693776956,9.6356438693777,387.684917355372,2496,0,0,Low,3768,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,1979,45
56908_1A,50463_328002,PA,Procter & Gamble Paper Products,50463,328002,,2014,SIPNOX,606829,3,,Wyoming County,PA131,131,Cogeneration,41.573,-76.0426,Procter and Gamble Paper Products Company (Owner)|Procter and Gamble Paper Products Company (Operator),,,Combustion turbine,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2013-09-20,Operating,650,GEN3 (64),64,0,59.400712555223,64,0.996718255664814,35037,3696,2014-05-01,2023-09-15,0,,0.0761247393326724,,565.23441276899,3696,3672,99.3506493506494,High,3424,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,2013,11
56908_1A,55499_GT-2,CA,CalPeak Power - Vaca Dixon,55499,GT-2,,2013,ARP,"603980 (Ended Jan 08, 2013), 603991 (Started Jan 08, 2013)(Ended Jan 11, 2013), 606934 (Started Jan 11, 2013)",9,WECC,Solano County,CA095,95,Electric Utility,38.3989,-121.9239,"CalPeak Power, LLC (Owner/Operator)|CalPeak Power, LLC (Owner/Operator)",Phase 2,,Combustion turbine,,,,,,,2001-10-01,Operating,,CPP1 (60.5),60.5,,,,,,,,,,,,,,,,,,,0.215218211065129,0.699766870558395,0.182443148232638,0.00752655412668095,11.7577570806623,2001,23
